Id	Sku	Company_name	Company_website	Company_industry	Company_revenue	Company_location	Company_webdomain	Company_employee_size	Description	Contact_name
326.0	Adapt326	Artemis Networks	http://www.artemis.com	Telecommunications	$0 - 1M	San Francisco, California, United States	http://www.artemis.com	25 - 100	Artemis Networks was founded in 2002 and is located at 355 Bryant Street Suite 110,San Francisco,California,United States. Artemis Networks has an estimated 25 - 100 employees and an estimated annual revenue of more than $0 - 1M. Adapt has contact details of 6 people working at Artemis Networks which includes  This includes . You can visit Artemis Networks website	{name:Antonio Forenza,title:Co-founder and Chief Technology Officer,email:a*****@artemis.com,firstName:Antonio,lastName:Forenza,companyName:null,seoPath:antonio-forenza/444032456,phone:+1******24},{name:Cindy Ievers,title:Vice President Finance and Controller,email:c*****@artemis.com,firstName:Cindy,lastName:Ievers,companyName:null,seoPath:cindy-ievers/896328322,phone:+1******24},{name:Roger Van Der Laan,title:Co-Founder / Vice President of Engineering,email:r*****@artemis.com,firstName:Roger,lastName:Van Der Laan,companyName:null,seoPath:roger-van-der-laan/704845458,phone:+1******24},{name:Fadi Saibi,title:Chief Architect,email:f*****@artemis.com,firstName:Fadi,lastName:Saibi,companyName:null,seoPath:fadi-saibi/629084121,phone:+1******24},{name:Lynne Freeman,title:Hardware Engineer,email:l*****@artemis.com,firstName:Lynne,lastName:Freeman,companyName:null,seoPath:lynne-freeman/870550222,phone:+1******24}
331.0	Adapt331	aryacom.com	http://www.aryacom.com	Telecommunications		Mumbai, Maharashtra, India	http://www.aryacom.com	250 - 1000	aryacom.com is located at 12 A KARMAYOG PARSI PANCHAYAT ROAD,Mumbai,Maharashtra,India. aryacom.com has an estimated 250 - 1000 employees and an estimated annual revenue of more than null. Adapt has contact details of 9 people working at aryacom.com which includes  This includes . You can visit aryacom.com website	{name:Parimal Mishra,title:General Manager,email:p*****@aryacom.com,firstName:Parimal,lastName:Mishra,companyName:null,seoPath:parimal-mishra/828944428,phone:+9******00},{name:Navin Sharma,title:General Manager Finance,email:n*****@aryacom.com,firstName:Navin,lastName:Sharma,companyName:null,seoPath:navin-sharma/916634175,phone:+9******00},{name:Shailaja Shetty,title:Manager-HR and Admin,email:s*****@aryacom.com,firstName:Shailaja,lastName:Shetty,companyName:null,seoPath:shailaja-shetty/229132130,phone:+9******00},{name:Kondalarao Pulagam,title:Senior Manager,email:k*****@aryacom.com,firstName:Kondalarao,lastName:Pulagam,companyName:null,seoPath:kondalarao-pulagam/412192191,phone:+9******00},{name:Satish Nair,title:Project Manager,email:s*****@aryacom.com,firstName:Satish,lastName:Nair,companyName:null,seoPath:satish-nair/425391846,phone:+9******00},{name:Hansa Dutt,title:Account Executive,email:h*****@aryacom.com,firstName:Hansa,lastName:Dutt,companyName:null,seoPath:hansa-dutt/916171115,phone:+9******00},{name:Sanjeev Kumar,title:Graduate Student,email:s*****@aryacom.com,firstName:Sanjeev,lastName:Kumar,companyName:null,seoPath:sanjeev-kumar/239723887,phone:+9******00},{name:Bhaskar Andhe,title:Senior EngineerPresales and Projects,email:b*****@aryacom.com,firstName:Bhaskar,lastName:Andhe,companyName:null,seoPath:bhaskar-andhe/859414159,phone:+9******00},{name:Kailash Pandey,title:Service Head- Northern Region,email:k*****@aryacom.com,firstName:Kailash,lastName:Pandey,companyName:null,seoPath:kailash-pandey/635487,phone:+9******00}
334.0	Adapt334	ASD - Answering Service for Directors	http://www.myasd.com	Telecommunications	$10 - 50M	Darby, Pennsylvania, United States	http://www.myasd.com	100 - 250	ASD - Answering Service for Directors was founded in 1972 and is located at PO Box 228 108 Chesley Drive,Darby,Pennsylvania,United States. ASD - Answering Service for Directors has an estimated 100 - 250 employees and an estimated annual revenue of more than $10 - 50M. Adapt has contact details of 36 people working at ASD - Answering Service for Directors which includes  This includes . You can visit ASD - Answering Service for Directors website	{name:Norman Franke,title:Chief Software Architect,email:n*****@myasd.com,firstName:Norman,lastName:Franke,companyName:null,seoPath:norman-franke/105485501,phone:null},{name:Kevin Czachor,title:Vice President,email:k*****@myasd.com,firstName:Kevin,lastName:Czachor,companyName:null,seoPath:kevin-czachor/981947834,phone:null},{name:Susan Daleandro,title:Strategic Account Manager,email:s*****@myasd.com,firstName:Susan,lastName:Daleandro,companyName:null,seoPath:susan-daleandro/260384641,phone:null},{name:Lauren Kress,title:Project Manager,email:l*****@myasd.com,firstName:Lauren,lastName:Kress,companyName:null,seoPath:lauren-kress/134688171,phone:null},{name:Stephanie Bradford,title:Sales Office Manager,email:s*****@myasd.com,firstName:Stephanie,lastName:Bradford,companyName:null,seoPath:stephanie-bradford/588525568,phone:null},{name:Jennie Brown,title:Operations Manager,email:j*****@myasd.com,firstName:Jennie,lastName:Brown,companyName:null,seoPath:jennie-brown/386113984,phone:+1******00},{name:Sandy Palmore,title:Human Resources Administrator,email:s*****@myasd.com,firstName:Sandy,lastName:Palmore,companyName:null,seoPath:sandy-palmore/29834573,phone:null},{name:Sharon Batten,title:Operations Manager,email:s*****@myasd.com,firstName:Sharon,lastName:Batten,companyName:null,seoPath:sharon-batten/923866732,phone:null},{name:Brad Huczko,title:Assistant Supervisor,email:b*****@myasd.com,firstName:Brad,lastName:Huczko,companyName:null,seoPath:brad-huczko/719554906,phone:null}
335.0	Adapt335	Asentria	http://www.asentria.com	Telecommunications	$50 - 100M	Seattle, Washington, United States	http://www.asentria.com	100 - 250	Asentria was founded in 1984 and is located at 1200 North 96th Street,Seattle,Washington,United States. Asentria has an estimated 100 - 250 employees and an estimated annual revenue of more than $50 - 100M. Adapt has contact details of 30 people working at Asentria which includes  This includes . You can visit Asentria website	{name:Bill Vineyard,title:Chief Operating Officer,email:b*****@asentria.com,firstName:Bill,lastName:Vineyard,companyName:null,seoPath:bill-vineyard/404024497,phone:+1******00},{name:Tim Stoner,title:Chief Executive Officer,email:t*****@asentria.com,firstName:Tim,lastName:Stoner,companyName:null,seoPath:tim-stoner/885578394,phone:+1******00},{name:Josh Yu,title:Director of Manufacturing,email:j*****@asentria.com,firstName:Josh,lastName:Yu,companyName:null,seoPath:josh-yu/715059921,phone:+1******00},{name:Jon Baars,title:Director of Sales and Marketing,email:j*****@asentria.com,firstName:Jon,lastName:Baars,companyName:null,seoPath:jon-baars/527243992,phone:+1******00},{name:Tim Ogne,title:Director of Engineering,email:t*****@asentria.com,firstName:Tim,lastName:Ogne,companyName:null,seoPath:tim-ogne/757654595,phone:+1******00},{name:Scott Myers,title:Director of Manufacturing,email:s*****@asentria.com,firstName:Scott,lastName:Myers,companyName:null,seoPath:scott-myers/873316727,phone:+1******00},{name:John Neely,title:Technical Account Executive,email:j*****@asentria.com,firstName:John,lastName:Neely,companyName:null,seoPath:john-neely/295570659,phone:+1******00},{name:Michael Kenyon,title:Sales Engineer/ National Project Manager/ Integration Technician,email:m*****@asentria.com,firstName:Michael,lastName:Kenyon,companyName:null,seoPath:michael-kenyon/9896852,phone:+1******00},{name:Jiun Wang,title:Marketing Manager,email:j*****@asentria.com,firstName:Jiun,lastName:Wang,companyName:null,seoPath:jiun-wang/336896191,phone:+1******00}
336.0	Adapt336	Asia Consultancy Group	http://www.acgtelasia.com	Telecommunications		Herndon, Pennsylvania, United States	http://www.acgtelasia.com	100 - 250	Asia Consultancy Group is located at 790 Station Street Suite 3000,Herndon,Pennsylvania,United States. Asia Consultancy Group has an estimated 100 - 250 employees and an estimated annual revenue of more than null. Adapt has contact details of 23 people working at Asia Consultancy Group which includes  This includes . You can visit Asia Consultancy Group website	{name:Touseef Ahmed,title:General Manager,email:t*****@acgtelasia.com,firstName:Touseef,lastName:Ahmed,companyName:null,seoPath:touseef-ahmed/426578429,phone:+1******03},{name:Mohammadullah Mujaddidi,title:Store Supervisor,email:m*****@acgtelasia.com,firstName:Mohammadullah,lastName:Mujaddidi,companyName:null,seoPath:mohammadullah-mujaddidi/643711355,phone:+1******03},{name:Saleem Khan,title:Finance and Pro Controller,email:s*****@acgtelasia.com,firstName:Saleem,lastName:Khan,companyName:null,seoPath:saleem-khan/123605179,phone:+1******03},{name:Abdul Khan,title:Director, Network Implementation Department,email:a*****@acgtelasia.com,firstName:Abdul,lastName:Khan,companyName:null,seoPath:abdul-khan/700804673,phone:+1******03},{name:Zakirullah Ahmadzai,title:Technical Director,email:z*****@acgtelasia.com,firstName:Zakirullah,lastName:Ahmadzai,companyName:null,seoPath:zakirullah-ahmadzai/520788799,phone:+1******03},{name:Hedayat Amin,title:Infrastructure Manager,email:h*****@acgtelasia.com,firstName:Hedayat,lastName:Amin,companyName:null,seoPath:hedayat-amin/876653575,phone:+1******03},{name:Aziz Azzam,title:Business Analyst/Project Manager,email:a*****@acgtelasia.com,firstName:Aziz,lastName:Azzam,companyName:null,seoPath:aziz-azzam/593617774,phone:+1******03},{name:Noorudin Akbari,title:Design Manager,email:n*****@acgtelasia.com,firstName:Noorudin,lastName:Akbari,companyName:null,seoPath:noorudin-akbari/988754195,phone:+1******03},{name:Hamed Farhat,title:Manager, Network Implementation and O andM,email:h*****@acgtelasia.com,firstName:Hamed,lastName:Farhat,companyName:null,seoPath:hamed-farhat/391383833,phone:+1******03}
343.0	Adapt343	AssisTT	http://www.assistt.com.tr	Telecommunications	\\\\u003e $1B	Istanbul, stanbul/Maltepe, Turkey	http://www.assistt.com.tr	1K - 10K	AssisTT was founded in 2007 and is located at Sanayi Mahallesi Ahmet Tevfik Ileri Caddesi No 6,Istanbul,stanbul/Maltepe,Turkey. AssisTT has an estimated 1K - 10K employees and an estimated annual revenue of more than \\\\u003e $1B. Adapt has contact details of 159 people working at AssisTT which includes  This includes . You can visit AssisTT website	{name:Emre Erkan,title:Sales and Customer Management Director,email:e*****@assistt.com.tr,firstName:Emre,lastName:Erkan,companyName:null,seoPath:emre-erkan/466982367,phone:+9******44},{name:Esra Bulusan,title:Turk Telekom Call Center Operation Director,email:e*****@assistt.com.tr,firstName:Esra,lastName:Bulusan,companyName:null,seoPath:esra-bulusan/772985486,phone:+9******44},{name:Evren Kaya,title:Human Resources Director,email:e*****@assistt.com.tr,firstName:Evren,lastName:Kaya,companyName:null,seoPath:evren-kaya/214799906,phone:+9******44},{name:Berna Ulas,title:Financial Controller,email:b*****@assistt.com.tr,firstName:Berna,lastName:Ulas,companyName:null,seoPath:berna-ulas/929207387,phone:+9******44},{name:Serim Tufan,title:Outbound Sales andCollection Operations Manager,email:s*****@assistt.com.tr,firstName:Serim,lastName:Tufan,companyName:null,seoPath:serim-tufan/115862715,phone:+9******44},{name:Onur Tekmen,title:Team Leader,email:o*****@assistt.com.tr,firstName:Onur,lastName:Tekmen,companyName:null,seoPath:onur-tekmen/290320695,phone:+9******44},{name:Fatma Tuncer,title:Team Leader,email:f*****@assistt.com.tr,firstName:Fatma,lastName:Tuncer,companyName:null,seoPath:fatma-tuncer/281943353,phone:+9******44},{name:Hakan Balci,title:Administrator,email:h*****@assistt.com.tr,firstName:Hakan,lastName:Balci,companyName:null,seoPath:hakan-balci/225483846,phone:+9******44},{name:Adem Guler,title:Team Leader,email:a*****@assistt.com.tr,firstName:Adem,lastName:Guler,companyName:null,seoPath:adem-guler/790633534,phone:+9******44}
352.0	Adapt352	ATDI	http://www.atdi.com	Telecommunications	$0 - 1M	Mclean, Virginia, United States	http://www.atdi.com	100 - 250	ATDI was founded in 1991 and is located at 1420 Beverly Road Suite 140,Mclean,Virginia,United States. ATDI has an estimated 100 - 250 employees and an estimated annual revenue of more than $0 - 1M. Adapt has contact details of 11 people working at ATDI which includes  This includes . You can visit ATDI website	{name:Pierre Missud,title:Chief Executive Officer,email:p*****@atdi.com,firstName:Pierre,lastName:Missud,companyName:null,seoPath:pierre-missud/929181427,phone:+1******50},{name:Chirag Dadia,title:Regional Chief Executive Officer,email:c*****@atdi.com,firstName:Chirag,lastName:Dadia,companyName:null,seoPath:chirag-dadia/935276808,phone:+1******50},{name:Gilles Missud,title:Executive Vice President,email:g*****@atdi.com,firstName:Gilles,lastName:Missud,companyName:null,seoPath:gilles-missud/202305441,phone:+1******50},{name:Fiodor Stankevitch,title:Sales Director,email:f*****@atdi.com,firstName:Fiodor,lastName:Stankevitch,companyName:null,seoPath:fiodor-stankevitch/623029948,phone:+1******50},{name:Daniel Humire,title:Account Director,email:d*****@atdi.com,firstName:Daniel,lastName:Humire,companyName:null,seoPath:daniel-humire/429305963,phone:+1******50},{name:Yaroslav Kovalenko,title:Delivery Manager,email:y*****@atdi.com,firstName:Yaroslav,lastName:Kovalenko,companyName:null,seoPath:yaroslav-kovalenko/705683283,phone:+1******50},{name:Jin Hwang,title:VP, Sales and Marketing,email:j*****@atdi.com,firstName:Jin,lastName:Hwang,companyName:null,seoPath:jin-hwang/555988083,phone:+1******50},{name:Sami Nedhif,title:Business devlopement MENA zone,email:s*****@atdi.com,firstName:Sami,lastName:Nedhif,companyName:null,seoPath:sami-nedhif/671121403,phone:+3******67},{name:Laurent Novel,title:Group Sales Coordinator Spectrum Control,email:l*****@atdi.com,firstName:Laurent,lastName:Novel,companyName:null,seoPath:laurent-novel/661094177,phone:+1******50}
361.0	Adapt361									
362.0	Adapt362	Atlantech Online	http://www.atlantech.net	Telecommunications	$1 - 10M	Silver Spring, Maryland, United States	http://www.atlantech.net	100 - 250	Atlantech Online was founded in 1995 and is located at 1010 Wayne Avenue Suite 630,Silver Spring,Maryland,United States. Atlantech Online has an estimated 100 - 250 employees and an estimated annual revenue of more than $1 - 10M. Adapt has contact details of 35 people working at Atlantech Online which includes  This includes . You can visit Atlantech Online website	{name:Ed Fineran,title:President,email:e*****@atlantech.net,firstName:Ed,lastName:Fineran,companyName:null,seoPath:ed-fineran/951667772,phone:+1******25},{name:Steve R,title:General Manager,email:s*****@atlantech.net,firstName:Steve,lastName:R,companyName:null,seoPath:steve-royston/266881432,phone:null},{name:Tom Collins,title:Director of Enterprise Sales and Marketing,email:t*****@atlantech.net,firstName:Tom,lastName:Collins,companyName:null,seoPath:tom-collins/208837796,phone:null},{name:Morgan Henry,title:Director of Sales and Business Development,email:m*****@atlantech.net,firstName:Morgan,lastName:Henry,companyName:null,seoPath:morgan-henry/353269229,phone:null},{name:Christopher Johnson,title:Director of Technical Services,email:c*****@atlantech.net,firstName:Christopher,lastName:Johnson,companyName:null,seoPath:christopher-johnson/546484244,phone:null},{name:Brant Zeigenfuss,title:Service Delivery Manager - Voice and Dedicated Ethernet,email:b*****@atlantech.net,firstName:Brant,lastName:Zeigenfuss,companyName:null,seoPath:brant-zeigenfuss/709350427,phone:null},{name:John Korb,title:Manager of Software Engineering,email:j*****@atlantech.net,firstName:John,lastName:Korb,companyName:null,seoPath:john-fineran/73937453,phone:null},{name:Jose Chavez,title:Field Service Manager,email:j*****@atlantech.net,firstName:Jose,lastName:Chavez,companyName:null,seoPath:jose-chavez/929726829,phone:null},{name:Rashad Smith,title:Shift Manager,email:r*****@atlantech.net,firstName:Rashad,lastName:Smith,companyName:null,seoPath:rashad-smith/51835941,phone:null}
370.0	Adapt370	ATMC	http://www.atmc.com	Telecommunications	$10 - 50M	Ontario, California, United States	http://www.atmc.com	250 - 1000	ATMC was founded in 1955 and is located at 4452 East Airport Drive,Ontario,California,United States. ATMC has an estimated 250 - 1000 employees and an estimated annual revenue of more than $10 - 50M. Adapt has contact details of 58 people working at ATMC which includes  This includes . You can visit ATMC website	{name:Keith Holden,title:CEO/General Manager,email:k*****@atmc.com,firstName:Keith,lastName:Holden,companyName:null,seoPath:keith-holden/291542609,phone:+1******20},{name:Roger Cox,title:Chief Operating Officer and General Manager,email:r*****@atmc.com,firstName:Roger,lastName:Cox,companyName:null,seoPath:roger-cox/437571052,phone:null},{name:Jody Heustess,title:Vice President, Marketing and Sales,email:j*****@atmc.com,firstName:Jody,lastName:Heustess,companyName:null,seoPath:jody-heustess/164201747,phone:null},{name:Kim Edwards,title:Vice President - Accounting and Finance,email:k*****@atmc.com,firstName:Kim,lastName:Edwards,companyName:null,seoPath:kim-edwards/702517520,phone:null},{name:Joseph Kardos,title:Vice President of Human Resources,email:j*****@atmc.com,firstName:Joseph,lastName:Kardos,companyName:null,seoPath:joseph-kardos/234343166,phone:null},{name:Kris Ward,title:Director of Business Development,email:k*****@atmc.com,firstName:Kris,lastName:Ward,companyName:null,seoPath:kris-ward/869252851,phone:null},{name:Brent Brinson,title:Director of OSP Engineering,email:b*****@atmc.com,firstName:Brent,lastName:Brinson,companyName:null,seoPath:brent-brinson/665100374,phone:null},{name:Amanda Floyd,title:Director of Marketing,email:a*****@atmc.com,firstName:Amanda,lastName:Floyd,companyName:null,seoPath:amanda-floyd/587057824,phone:null},{name:Tim Smith,title:Manager of Data Services,email:t*****@atmc.com,firstName:Tim,lastName:Smith,companyName:null,seoPath:tim-smith/674363051,phone:null}
374.0	Adapt374	Audian	http://www.audian.com	Telecommunications		Kirkland,  Washington, United States	http://www.audian.com	25 - 100	Audian was founded in 2013 and is located at 11232 120th Avenue Northeast Suite 206,Kirkland, Washington,United States. Audian has an estimated 25 - 100 employees and an estimated annual revenue of more than null. Adapt has contact details of 14 people working at Audian which includes  This includes . You can visit Audian website	{name:Levi Krenzer,title:Information Technology Provisioning Manager,email:l*****@audian.com,firstName:Levi,lastName:Krenzer,companyName:null,seoPath:levi-krenzer/582719945,phone:+1******10},{name:Kyle Vanhuizen,title:Voice Provisioning Manager,email:k*****@audian.com,firstName:Kyle,lastName:Vanhuizen,companyName:null,seoPath:kyle-vanhuizen/847271353,phone:+1******13},{name:Jeremy King,title:Information Technology Services Manager,email:j*****@audian.com,firstName:Jeremy,lastName:King,companyName:null,seoPath:jeremy-king/963669039,phone:+1******10},{name:Anthony Perish,title:Software Engineering Manager,email:a*****@audian.com,firstName:Anthony,lastName:Perish,companyName:null,seoPath:anthony-perish/553115082,phone:+1******10},{name:David Klein,title:Frontend Web Developer,email:d*****@audian.com,firstName:David,lastName:Klein,companyName:null,seoPath:david-klein/402668886,phone:+1******10},{name:Kenneth Kramke,title:Information Technology Support Representative,email:k*****@audian.com,firstName:Kenneth,lastName:Kramke,companyName:null,seoPath:kenneth-kramke/498919772,phone:+1******10},{name:Trevor Key,title:Information Technology Support,email:t*****@audian.com,firstName:Trevor,lastName:Key,companyName:null,seoPath:trevor-key/887485528,phone:+1******10},{name:Brandon Bazemore,title:Chief Executive Officer,email:b*****@audian.com,firstName:Brandon,lastName:Bazemore,companyName:null,seoPath:brandon-bazemore/154954965,phone:+1******10},{name:William Janes,title:National Channel Director,email:w*****@audian.com,firstName:William,lastName:Janes,companyName:null,seoPath:william-janes/310740718,phone:+1******10}
381.0	Adapt381	Aussie Broadband	http://www.aussiebroadband.com.au	Telecommunications		Morwell,  Victoria, Australia	http://www.aussiebroadband.com.au	250 - 1000	Aussie Broadband was founded in 2003 and is located at 3 Electra Avenue,Morwell, Victoria,Australia. Aussie Broadband has an estimated 250 - 1000 employees and an estimated annual revenue of more than null. Adapt has contact details of 28 people working at Aussie Broadband which includes  This includes . You can visit Aussie Broadband website	{name:John Reisinger,title:Chief Technology Officer,email:j*****@aussiebroadband.com.au,firstName:John,lastName:Reisinger,companyName:null,seoPath:john-reisinger/132055206,phone:+6******05},{name:Aaron O\\\Keeffe,title:General Manager - Sales,email:a*****@aussiebroadband.com.au,firstName:Aaron,lastName:O\\\Keeffe,companyName:null,seoPath:aaron-okeeffe/671017788,phone:+6******05},{name:Richard Dammery,title:Non Executive Director/ Chair, People and Community Committee ASX: ABB,email:r*****@aussiebroadband.com.au,firstName:Richard,lastName:Dammery,companyName:null,seoPath:richard-dammery/583279765,phone:+6******05},{name:Janet Grangerwilcox,title:Communications and Public Relations Manager,email:j*****@aussiebroadband.com.au,firstName:Janet,lastName:Grangerwilcox,companyName:null,seoPath:janet-grangerwilcox/421161647,phone:+6******05},{name:Tomas Mclean,title:Key Account Manager,email:t*****@aussiebroadband.com.au,firstName:Tomas,lastName:Mclean,companyName:null,seoPath:tomas-mclean/735949493,phone:+6******05},{name:Emma Pezzimenti,title:Customer Experience Manager,email:p*****@aussiebroadband.com.au,firstName:Emma,lastName:Pezzimenti,companyName:null,seoPath:emma-pezzimenti/530662486,phone:+6******05},{name:Andy Cameron,title:Enterprise Business Development Manager,email:c*****@aussiebroadband.com.au,firstName:Andy,lastName:Cameron,companyName:null,seoPath:andy-cameron/490740508,phone:+6******05},{name:David Barr,title:Software Development Manager,email:d*****@aussiebroadband.com.au,firstName:David,lastName:Barr,companyName:null,seoPath:david-barr/865877597,phone:+6******05},{name:Ricky Patton,title:Level 2 Technical Support,email:r*****@aussiebroadband.com.au,firstName:Ricky,lastName:Patton,companyName:null,seoPath:ricky-patton/334321631,phone:+6******05}
382.0	Adapt382	Automated Voice & Data Solutions	http://www.avds.com	Telecommunications	$10 - 50M	Houston, Texas, United States	http://www.avds.com	25 - 100	Automated Voice \\\\u0026 Data Solutions was founded in 1992 and is located at 3100 Timmons Lane Suite 510,Houston,Texas,United States. Automated Voice \\\\u0026 Data Solutions has an estimated 25 - 100 employees and an estimated annual revenue of more than $10 - 50M. Adapt has contact details of 14 people working at Automated Voice \\\\u0026 Data Solutions which includes  This includes . You can visit Automated Voice \\\\u0026 Data Solutions website	{name:Sharon Moon,title:President and Owner,email:s*****@avds.com,firstName:Sharon,lastName:Moon,companyName:null,seoPath:sharon-moon/164489470,phone:null},{name:Brad Frazer,title:Director of Security and Technology,email:b*****@avds.com,firstName:Brad,lastName:Frazer,companyName:null,seoPath:brad-frazer/620267897,phone:null},{name:Steve Thibodeaux,title:Director of Professional Services,email:s*****@avds.com,firstName:Steve,lastName:Thibodeaux,companyName:null,seoPath:steve-thibodeaux/693310370,phone:null},{name:Lori Baldwin,title:Procurement and Contract Manager,email:l*****@avds.com,firstName:Lori,lastName:Baldwin,companyName:null,seoPath:lori-baldwin/985971375,phone:null},{name:Chad Burleson,title:Telephony Engineer,email:c*****@avds.com,firstName:Chad,lastName:Burleson,companyName:null,seoPath:chad-burleson/361670242,phone:null},{name:Felice Vittoria,title:Application Developer,email:f*****@avds.com,firstName:Felice,lastName:Vittoria,companyName:null,seoPath:felice-vittoria/386217151,phone:null},{name:Keaton Opila,title:Process Coordinator,email:k*****@avds.com,firstName:Keaton,lastName:Opila,companyName:null,seoPath:keaton-opila/245948244,phone:null},{name:Franco Cruz,title:Telephony Engineer,email:f*****@avds.com,firstName:Franco,lastName:Cruz,companyName:null,seoPath:franco-cruz/796792038,phone:null},{name:Chris Martin,title:Business Intelligence Analyst,email:c*****@avds.com,firstName:Chris,lastName:Martin,companyName:null,seoPath:chris-martin/932446696,phone:null}
383.0	Adapt383	AvaLAN Wireless	http://www.avalan.com	Telecommunications	$0 - 1M	Madison,  Alabama, United States	http://www.avalan.com	25 - 100	AvaLAN Wireless was founded in 2004 and is located at 127 Jetplex Circle Suite A,Madison, Alabama,United States. AvaLAN Wireless has an estimated 25 - 100 employees and an estimated annual revenue of more than $0 - 1M. Adapt has contact details of 15 people working at AvaLAN Wireless which includes  This includes . You can visit AvaLAN Wireless website	{name:Michael Derby,title:Founder,email:m*****@avalanwireless.com,firstName:Michael,lastName:Derby,companyName:null,seoPath:michael-derby/172640869,phone:+1******00},{name:Frank Lamb,title:Director of RF Engineering,email:f*****@avalanwireless.com,firstName:Frank,lastName:Lamb,companyName:null,seoPath:frank-lamb/663120349,phone:+1******00},{name:Cindy Powers,title:Director of Operations/Purchasing,email:c*****@avalanwireless.com,firstName:Cindy,lastName:Powers,companyName:null,seoPath:cindy-powers/463215955,phone:+1******00},{name:Steven Brown,title:Production Manager,email:s*****@avalanwireless.com,firstName:Steven,lastName:Brown,companyName:null,seoPath:steven-brown/609575673,phone:+1******00},{name:Courtney Hamby,title:Sales and Support Manager,email:c*****@avalanwireless.com,firstName:Courtney,lastName:Hamby,companyName:null,seoPath:courtney-hamby/312069407,phone:+1******00},{name:Garrett Machen,title:Information Technology Manager,email:g*****@avalanwireless.com,firstName:Garrett,lastName:Machen,companyName:null,seoPath:garrett-machen/693796572,phone:+1******00},{name:Clay Neiland,title:Inventory Manager,email:c*****@avalanwireless.com,firstName:Clay,lastName:Neiland,companyName:null,seoPath:clay-neiland/483630253,phone:+1******00},{name:Rachel Goodly,title:Sales Administrator,email:r*****@avalanwireless.com,firstName:Rachel,lastName:Goodly,companyName:null,seoPath:rachel-goodly/318326935,phone:+1******00},{name:Mike Chaddock,title:Board Advisor,email:m*****@avalanwireless.com,firstName:Mike,lastName:Chaddock,companyName:null,seoPath:mike-derby/654329436,phone:+1******00}
390.0	Adapt390	AveriStar	http://www.averistar.com	Telecommunications		Charlotte, North carolina, United States	http://www.averistar.com	0 - 25	AveriStar is located at 15105 John J Delaney Drive,Charlotte,North carolina,United States. AveriStar has an estimated 0 - 25 employees and an estimated annual revenue of more than null. Adapt has contact details of 13 people working at AveriStar which includes  This includes . You can visit AveriStar website	{name:Mark Averi,title:Managing Partner - Chief Executive Officer,email:m*****@averistar.com,firstName:Mark,lastName:Averi,companyName:null,seoPath:mark-averi/557557546,phone:null},{name:Matthew Averi,title:Chief Technology Officer,email:m*****@averistar.com,firstName:Matthew,lastName:Averi,companyName:null,seoPath:matthew-averi/890991867,phone:null},{name:Glen Gaillard,title:Chief Operating Officer,email:g*****@averistar.com,firstName:Glen,lastName:Gaillard,companyName:null,seoPath:glen-gaillard/15838971,phone:+1******98},{name:David Brennan,title:Vice President Business Development,email:d*****@averistar.com,firstName:David,lastName:Brennan,companyName:null,seoPath:david-brennan/386430879,phone:+1******15},{name:Karl Dalka,title:Vice President of Product Development,email:k*****@averistar.com,firstName:Karl,lastName:Dalka,companyName:null,seoPath:karl-dalka/608759893,phone:null},{name:Gregg Hope,title:Director of Product and Project Management,email:g*****@averistar.com,firstName:Gregg,lastName:Hope,companyName:null,seoPath:gregg-hope/529689024,phone:null},{name:Kassahun Ali,title:Director of Engineering,email:k*****@averistar.com,firstName:Kassahun,lastName:Ali,companyName:null,seoPath:kassahun-ali/138840967,phone:null},{name:William Miller,title:Director, Network Architecture,email:b*****@averistar.com,firstName:William,lastName:Miller,companyName:null,seoPath:william-miller/628526981,phone:null},{name:Gautam Garigipati,title:Engineering Product Manager,email:g*****@averistar.com,firstName:Gautam,lastName:Garigipati,companyName:null,seoPath:gautam-garigipati/91066934,phone:null}
