Id	Sku	Company_name	Company_website	Company_industry	Company_revenue	Company_location	Company_webdomain	Company_employee_size	Description	Contact_name
252.0	Adapt252	amphenol-fop	http://www.amphenol-fiberoptics.com	Telecommunications	$1 - 10M	Lisle, Illinois, United States	http://www.amphenol-fiberoptics.com	250 - 1000	amphenol-fop is located at 2100 Western Court Suite 300,Lisle,Illinois,United States. amphenol-fop has an estimated 250 - 1000 employees and an estimated annual revenue of more than $1 - 10M. Adapt has contact details of 19 people working at amphenol-fop which includes  This includes . You can visit amphenol-fop website	{name:Anh Nguyen,title:General Manager,email:n*****@amphenol-fiberoptics.com,firstName:Anh,lastName:Nguyen,companyName:null,seoPath:anh-nguyen/158150857,phone:null},{name:Sigal Dagan-Zelber,title:Chief Financial Officer,email:d*****@amphenol-fiberoptics.com,firstName:Sigal,lastName:Dagan-Zelber,companyName:null,seoPath:sigal-dagan-zelber/496816387,phone:null},{name:Ron Kleckowski,title:Director - Product Management,email:k*****@amphenol-fiberoptics.com,firstName:Ron,lastName:Kleckowski,companyName:null,seoPath:ron-kleckowski/363998528,phone:null},{name:Edwards Edwards,title:Manager, Global Information Technology,email:e*****@amphenol-fiberoptics.com,firstName:Edwards,lastName:Edwards,companyName:null,seoPath:edwards-edwards/270619426,phone:+1******25},{name:Frank Holcombe,title:Director of Operations,email:h*****@amphenol-fiberoptics.com,firstName:Frank,lastName:Holcombe,companyName:null,seoPath:frank-holcombe/415627147,phone:null},{name:Tom Schmitt,title:Information Technology Manager,email:s*****@amphenol-fiberoptics.com,firstName:Tom,lastName:Schmitt,companyName:null,seoPath:tom-schmitt/116758299,phone:+1******93},{name:Ken Davidson,title:Information Technology Manager,email:d*****@amphenol-fiberoptics.com,firstName:Ken,lastName:Davidson,companyName:null,seoPath:ken-davidson/535448381,phone:null},{name:Keith Bowell,title:Manager,email:b*****@amphenol-fiberoptics.com,firstName:Keith,lastName:Bowell,companyName:null,seoPath:keith-bowell/313227772,phone:null},{name:Frank Panek,title:Fiber Optic Product Manager,email:p*****@amphenol-fiberoptics.com,firstName:Frank,lastName:Panek,companyName:null,seoPath:frank-panek/51084977,phone:null}
255.0	Adapt255	Amplex Internet	http://www.amplex.net	Telecommunications	$1 - 10M	Perrysburg,  Ohio, United States	http://www.amplex.net	25 - 100	Amplex Internet was founded in 1997 and is located at 6377 Fremont Pike,Perrysburg, Ohio,United States. Amplex Internet has an estimated 25 - 100 employees and an estimated annual revenue of more than $1 - 10M. Adapt has contact details of 22 people working at Amplex Internet which includes  This includes . You can visit Amplex Internet website	{name:Dale Beckman,title:Chief Operating Officer,email:d*****@amplex.net,firstName:Dale,lastName:Beckman,companyName:null,seoPath:dale-beckman/6919317,phone:null},{name:Dave Carpenter,title:Chief Operating Officer,email:d*****@amplex.net,firstName:Dave,lastName:Carpenter,companyName:null,seoPath:dave-carpenter/460859459,phone:null},{name:Brian Hintze,title:Director of Sales and Marketing,email:b*****@amplex.net,firstName:Brian,lastName:Hintze,companyName:null,seoPath:brian-hintze/618494079,phone:null},{name:Adam Kujawski,title:Network Operations Manager,email:a*****@amplex.net,firstName:Adam,lastName:Kujawski,companyName:null,seoPath:adam-kujawski/603970768,phone:null},{name:Jacob Radabaugh,title:Customer Network Technician/Sales Engineer,email:j*****@amplex.net,firstName:Jacob,lastName:Radabaugh,companyName:null,seoPath:jacob-radabaugh/946944423,phone:null},{name:Heath Sindeldecker,title:Business Solutions Specialist,email:h*****@amplex.net,firstName:Heath,lastName:Sindeldecker,companyName:null,seoPath:heath-sindeldecker/980814172,phone:null},{name:James Sheehan,title:Tower Foreman,email:j*****@amplex.net,firstName:James,lastName:Sheehan,companyName:null,seoPath:james-sheehan/950417899,phone:null},{name:Ray Royal,title:Installation,email:r*****@amplex.net,firstName:Ray,lastName:Royal,companyName:null,seoPath:ray-royal/755048215,phone:null},{name:Jason Kenly,title:Installation,email:j*****@amplex.net,firstName:Jason,lastName:Kenly,companyName:null,seoPath:jason-kenly/640821734,phone:null}
361.0	Adapt361	Atlanta Network Systems	http://www.ans-sat.com	Telecommunications	$0 - 1M	Suwanee,  Georgia, United States	http://www.ans-sat.com	25 - 100	Atlanta Network Systems was founded in 1992 and is located at 3611 McGinnis Park Drive,Suwanee, Georgia,United States. Atlanta Network Systems has an estimated 25 - 100 employees and an estimated annual revenue of more than $0 - 1M. Adapt has contact details of 5 people working at Atlanta Network Systems which includes  This includes . You can visit Atlanta Network Systems website	{name:Heather Baxter,title:Account Manager,email:h*****@ans-sat.com,firstName:Heather,lastName:Baxter,companyName:null,seoPath:heather-baxter/127775621,phone:null},{name:Dani Heinzen,title:Project Manager,email:d*****@ans-sat.com,firstName:Dani,lastName:Heinzen,companyName:null,seoPath:dani-heinzen/779102150,phone:null},{name:Andi Bryant,title:Project Manager,email:a*****@ans-sat.com,firstName:Andi,lastName:Bryant,companyName:null,seoPath:andi-bryant/959838121,phone:null},{name:Brett Schneider,title:Quality Assurance and Accounts,email:b*****@ans-sat.com,firstName:Brett,lastName:Schneider,companyName:null,seoPath:brett-schneider/2219987,phone:null},{name:Greg Browning,title:New Business Development Consultant,email:g*****@ans-sat.com,firstName:Greg,lastName:Browning,companyName:null,seoPath:greg-browning/218097197,phone:null}
436.0	Adapt436									
465.0	Adapt465	BICSI	http://www.bicsi.org	Telecommunications	$10 - 50M	Tampa,  Florida, United States	http://www.bicsi.org	100 - 250	BICSI was founded in 1977 and is located at 8610 Hidden River Parkway,Tampa, Florida,United States. BICSI has an estimated 100 - 250 employees and an estimated annual revenue of more than $10 - 50M. Adapt has contact details of 75 people working at BICSI which includes  This includes . You can visit BICSI website	{name:Brian Hansen,title:Past President,email:b*****@bicsi.org,firstName:Brian,lastName:Hansen,companyName:null,seoPath:brian-hansen/276627818,phone:+1******91},{name:Todd Taylor,title:President,email:t*****@bicsi.org,firstName:Todd,lastName:Taylor,companyName:null,seoPath:todd-taylor/115308941,phone:+1******91},{name:Jeff Beavers,title:President-Elect,email:j*****@bicsi.org,firstName:Jeff,lastName:Beavers,companyName:null,seoPath:jeff-beavers/900798287,phone:+1******91},{name:David Cuthbertson,title:Chief Executive Officer,email:d*****@bicsi.org,firstName:David,lastName:Cuthbertson,companyName:null,seoPath:david-cuthbertson/305146240,phone:+1******91},{name:Jerry Bowman,title:President,email:j*****@bicsi.org,firstName:Jerry,lastName:Bowman,companyName:null,seoPath:jerry-bowman/476092454,phone:+1******91},{name:John Daniels,title:Chief Executive Officer,email:j*****@bicsi.org,firstName:John,lastName:Daniels,companyName:null,seoPath:john-daniels/102269614,phone:+1******91},{name:Miguel Aldama,title:Presidente BICSI México,email:m*****@bicsi.org,firstName:Miguel,lastName:Aldama,companyName:null,seoPath:miguel-aldama/815229539,phone:+1******91},{name:Clarke Hammersley,title:Director of Publications,email:c*****@bicsi.org,firstName:Clarke,lastName:Hammersley,companyName:null,seoPath:clarke-hammersley/806674282,phone:+1******05},{name:Jeff Silveira,title:Director of Standards,email:j*****@bicsi.org,firstName:Jeff,lastName:Silveira,companyName:null,seoPath:jeff-silveira/705945277,phone:+1******91}
763.0	Adapt763	City Tele Coin Co Inc	http://www.citytelecoin.com	Telecommunications	$0 - 1M	Bossier City, Louisiana, United States	http://www.citytelecoin.com	25 - 100	City Tele Coin Co Inc is located at 4501 Marlena Street,Bossier City,Louisiana,United States. City Tele Coin Co Inc has an estimated 25 - 100 employees and an estimated annual revenue of more than $0 - 1M. Adapt has contact details of 11 people working at City Tele Coin Co Inc which includes  This includes . You can visit City Tele Coin Co Inc website	{name:Jerry Juneau,title:Owner,email:j*****@citytelecoin.com,firstName:Jerry,lastName:Juneau,companyName:null,seoPath:jerry-juneau/860357348,phone:+1******87},{name:Bryan Rhodes,title:Development Manager,email:b*****@citytelecoin.com,firstName:Bryan,lastName:Rhodes,companyName:null,seoPath:bryan-rhodes/176280363,phone:+1******87},{name:Adam Jordan,title:Infrastructure Manager,email:a*****@citytelecoin.com,firstName:Adam,lastName:Jordan,companyName:null,seoPath:adam-jordan/491584854,phone:+1******87},{name:Caroline Berrong,title:Regional Sales Manager,email:c*****@citytelecoin.com,firstName:Caroline,lastName:Berrong,companyName:null,seoPath:caroline-berrong/687833838,phone:+1******87},{name:Brent Nelson,title:Infrastructure Systems Administrator,email:b*****@citytelecoin.com,firstName:Brent,lastName:Nelson,companyName:null,seoPath:brent-nelson/34108256,phone:+1******87},{name:William Beauford,title:Lead Software Engineer,email:w*****@citytelecoin.com,firstName:William,lastName:Beauford,companyName:null,seoPath:william-beauford/350615052,phone:+1******87},{name:Claire Jones,title:Bookkeeper,email:c*****@citytelecoin.com,firstName:Claire,lastName:Jones,companyName:null,seoPath:claire-jones/24050497,phone:+1******87},{name:Ravi Teja,title:Software Engineer,email:r*****@citytelecoin.com,firstName:Ravi,lastName:Teja,companyName:null,seoPath:ravi-teja/446816831,phone:+1******87}
873.0	Adapt873	Comtech Systems	http://www.comtechsystems.com	Telecommunications	$10 - 50M	Orlando, Florida, United States	http://www.comtechsystems.com	100 - 250	Comtech Systems was founded in 1967 and is located at 2900 Titan Row Suite 142,Orlando,Florida,United States. Comtech Systems has an estimated 100 - 250 employees and an estimated annual revenue of more than $10 - 50M. Adapt has contact details of 71 people working at Comtech Systems which includes  This includes . You can visit Comtech Systems website	{name:Rich Luhrs,title:Chief Operating Officer,email:r*****@comtechsystems.com,firstName:Rich,lastName:Luhrs,companyName:null,seoPath:rich-luhrs/584355589,phone:+1******50},{name:Aaron Ross,title:Vice President Program Management Office,email:a*****@comtechsystems.com,firstName:Aaron,lastName:Ross,companyName:null,seoPath:aaron-ross/903624884,phone:+1******50},{name:Justin O\\\Neill,title:Vice President of International Marketing,email:j*****@comtechsystems.com,firstName:Justin,lastName:O\\\Neill,companyName:null,seoPath:justin-neill/346557797,phone:+1******50},{name:Mark Yamamoto,title:Vice President of Marketing,email:m*****@comtechsystems.com,firstName:Mark,lastName:Yamamoto,companyName:null,seoPath:mark-yamamoto/622317264,phone:+1******50},{name:Mike Smith,title:Director Information Technology Services,email:m*****@comtechsystems.com,firstName:Mike,lastName:Smith,companyName:null,seoPath:mike-smith/151970689,phone:+1******50},{name:Connor Mcclery,title:Program Manager,email:c*****@comtechsystems.com,firstName:Connor,lastName:Mcclery,companyName:null,seoPath:connor-mcclery/763022333,phone:+1******50},{name:Jason Reinhart,title:Principal Engineer,email:j*****@comtechsystems.com,firstName:Jason,lastName:Reinhart,companyName:null,seoPath:jason-reinhart/361034451,phone:+1******50},{name:Ahmed Elkassih,title:Senior Engineer II,email:a*****@comtechsystems.com,firstName:Ahmed,lastName:Elkassih,companyName:null,seoPath:ahmed-elkassih/701164078,phone:+1******50},{name:Mark Yamamoto,title:Vice President US Military and Government Marketing,email:m*****@comtechsystems.com,firstName:Mark,lastName:Yamamoto,companyName:null,seoPath:mark-yamamoto/544348608,phone:+1******50}
878.0	Adapt878	Comverge Networks	http://www.comverge.com.au	Telecommunications		Boronia,  Victoria, Australia	http://www.comverge.com.au	25 - 100	Comverge Networks was founded in 1992 and is located at 961 Mountain Highway,Boronia, Victoria,Australia. Comverge Networks has an estimated 25 - 100 employees and an estimated annual revenue of more than null. Adapt has contact details of 13 people working at Comverge Networks which includes  This includes . You can visit Comverge Networks website	{name:Richard Baker,title:Managing Director,email:r*****@comverge.com.au,firstName:Richard,lastName:Baker,companyName:null,seoPath:richard-baker/683512198,phone:+6******00},{name:David Sharrock,title:Chief Financial Officer,email:d*****@comverge.com.au,firstName:David,lastName:Sharrock,companyName:null,seoPath:david-sharrock/844357615,phone:+6******00},{name:Paul Jackson,title:Technician,email:p*****@comverge.com.au,firstName:Paul,lastName:Jackson,companyName:null,seoPath:paul-jackson/760163000,phone:+6******00},{name:Peter Saglietti,title:Advanced Autonomous Systems Research Director,email:p*****@comverge.com.au,firstName:Peter,lastName:Saglietti,companyName:null,seoPath:peter-saglietti/833071134,phone:+6******00},{name:Julian Weston,title:Project Manager,email:j*****@comverge.com.au,firstName:Julian,lastName:Weston,companyName:null,seoPath:julian-weston/860995369,phone:+6******00},{name:Matthew Lewis,title:ICT Operations Manager,email:m*****@comverge.com.au,firstName:Matthew,lastName:Lewis,companyName:null,seoPath:matthew-lewis/292816943,phone:+6******00},{name:Erin Fletcher,title:Operations | Work Force | Project Manager,email:e*****@comverge.com.au,firstName:Erin,lastName:Fletcher,companyName:null,seoPath:erin-fletcher/761830689,phone:+6******00},{name:Alan Searle,title:Project Manager,email:a*****@comverge.com.au,firstName:Alan,lastName:Searle,companyName:null,seoPath:alan-searle/559517635,phone:+6******00},{name:Mark Rawson,title:Network Engineer,email:m*****@comverge.com.au,firstName:Mark,lastName:Rawson,companyName:null,seoPath:mark-rawson/505883578,phone:+6******00}
891.0	Adapt891	connecTel	http://www.connectelinc.com	Telecommunications		Pittsburgh, Pennsylvania, United States	http://www.connectelinc.com	25 - 100	connecTel was founded in 2000 and is located at 4637 Center Avenue,Pittsburgh,Pennsylvania,United States. connecTel has an estimated 25 - 100 employees and an estimated annual revenue of more than null. Adapt has contact details of 9 people working at connecTel which includes  This includes . You can visit connecTel website	{name:Joe Bonino,title:Founder and Co-Owner,email:j*****@connectelinc.com,firstName:Joe,lastName:Bonino,companyName:null,seoPath:joe-bonino/511591823,phone:null},{name:Cristina Tolmer,title:Client Solutions Manager,email:c*****@connectelinc.com,firstName:Cristina,lastName:Tolmer,companyName:null,seoPath:cristina-tolmer/806201059,phone:null},{name:Eileen Hencher,title:Project Manager,email:e*****@connectelinc.com,firstName:Eileen,lastName:Hencher,companyName:null,seoPath:eileen-hencher/975960466,phone:null},{name:Amanda Bowser,title:Implementation Manager,email:a*****@connectelinc.com,firstName:Amanda,lastName:Bowser,companyName:null,seoPath:amanda-bowser/791099897,phone:null},{name:Heath Meikle,title:Techincal Client Support and Audit Manager,email:h*****@connectelinc.com,firstName:Heath,lastName:Meikle,companyName:null,seoPath:heath-meikle/347457664,phone:null},{name:Amanda Fitzgibbons,title:Implementation Manager,email:a*****@connectelinc.com,firstName:Amanda,lastName:Fitzgibbons,companyName:null,seoPath:amanda-fitzgibbons/712416291,phone:null},{name:Julie Bernd,title:Associate Account Executive,email:j*****@connectelinc.com,firstName:Julie,lastName:Bernd,companyName:null,seoPath:julie-bernd/499683436,phone:null},{name:Gerald Bush,title:Shareholder,email:g*****@connectelinc.com,firstName:Gerald,lastName:Bush,companyName:null,seoPath:gerald-bush/313778732,phone:null},{name:Chris Quinet,title:Solutions Engineer,email:c*****@connectelinc.com,firstName:Chris,lastName:Quinet,companyName:null,seoPath:chris-quinet/700671709,phone:null}
893.0	Adapt893	Connectindia	http://www.ww43.connectindia.in	Telecommunications	$10 - 50M	Noida, Uttar Pradesh, India	http://www.ww43.connectindia.in	250 - 1000	Connectindia was founded in 2009 and is located at A-36 Sector 64,Noida,Uttar Pradesh,India. Connectindia has an estimated 250 - 1000 employees and an estimated annual revenue of more than $10 - 50M. Adapt has contact details of 8 people working at Connectindia which includes  This includes . You can visit Connectindia website	{name:Rohit Shaw,title:Manager,email:r*****@connectindia.in,firstName:Rohit,lastName:Shaw,companyName:null,seoPath:rohit-shaw/646913619,phone:+9******15},{name:Nagendra Bisht,title:Manager,email:n*****@connectindia.in,firstName:Nagendra,lastName:Bisht,companyName:null,seoPath:nagendra-bisht/869094213,phone:+9******15},{name:Nilesh Singh,title:Assistant Manager,email:n*****@connectindia.in,firstName:Nilesh,lastName:Singh,companyName:null,seoPath:nilesh-singh/2790069,phone:+9******15},{name:Avneesh Chaudhary,title:Assistant Manager,email:a*****@connectindia.in,firstName:Avneesh,lastName:Chaudhary,companyName:null,seoPath:avneesh-chaudhary/477762630,phone:+9******15},{name:Rajesh Sharma,title:Zonal Head,email:r*****@connectindia.in,firstName:Rajesh,lastName:Sharma,companyName:null,seoPath:rajesh-sharma/273009402,phone:+9******15},{name:Vikrant Gandhi,title:Executive,email:v*****@connectindia.in,firstName:Vikrant,lastName:Gandhi,companyName:null,seoPath:vikrant-gandhi/983045006,phone:+9******15},{name:Ravi Sapkal,title:Operations Assistant,email:r*****@connectindia.in,firstName:Ravi,lastName:Sapkal,companyName:null,seoPath:ravi-sapkal/856257253,phone:+9******15},{name:Kuldeep Singh,title:Senior Sales Executive,email:k*****@connectindia.in,firstName:Kuldeep,lastName:Singh,companyName:null,seoPath:kuldeep-singh/672749832,phone:+9******15}
952.0	Adapt952	CosmoCom	http://www.cosmocom.com	Telecommunications		Melville, New york, United States	http://www.cosmocom.com	250 - 1000	CosmoCom was founded in 1996 and is located at 121 Broadhollow Road,Melville,New york,United States. CosmoCom has an estimated 250 - 1000 employees and an estimated annual revenue of more than null. Adapt has contact details of 5 people working at CosmoCom which includes  This includes . You can visit CosmoCom website	{name:Steve Dellutri,title:Chief Technology Officer,email:s*****@cosmocom.com,firstName:Steve,lastName:Dellutri,companyName:null,seoPath:steve-dellutri/725303014,phone:+1******00},{name:Shira Sever,title:Integration Engineer - Professional Services,email:s*****@cosmocom.com,firstName:Shira,lastName:Sever,companyName:null,seoPath:shira-sever/250331733,phone:+1******00},{name:Don Swinford,title:Area VP, Carrier Sales,email:d*****@cosmocom.com,firstName:Don,lastName:Swinford,companyName:null,seoPath:don-swinford/812766814,phone:+1******00},{name:Ben Eisner,title:President CosmoCom Americas,email:b*****@cosmocom.com,firstName:Ben,lastName:Eisner,companyName:null,seoPath:ben-eisner/455677901,phone:+1******00}
978.0	Adapt978									
1159.0	Adapt1159	E-MetroTel	http://www.emetrotel.com	Telecommunications	$1 - 10M	Plano, Texas, United States	http://www.emetrotel.com	25 - 100	E-MetroTel was founded in 2009 and is located at 2828 West Parker Unit B201,Plano,Texas,United States. E-MetroTel has an estimated 25 - 100 employees and an estimated annual revenue of more than $1 - 10M. Adapt has contact details of 14 people working at E-MetroTel which includes  This includes . You can visit E-MetroTel website	{name:Steve Pallen,title:Chief Technology Officer and President of Research and Development,email:s*****@emetrotel.com,firstName:Steve,lastName:Pallen,companyName:null,seoPath:steve-pallen/847457448,phone:+1******35},{name:Ardavan Nawaby,title:President,email:a*****@emetrotel.com,firstName:Ardavan,lastName:Nawaby,companyName:null,seoPath:ardavan-nawaby/820754597,phone:+1******35},{name:Stephane Cliche,title:Vice President Products and Marketing,email:c*****@emetrotel.com,firstName:Stephane,lastName:Cliche,companyName:null,seoPath:stephane-cliche/998393583,phone:+1******35},{name:Chris Edwards,title:Business Development Leader,email:c*****@emetrotel.com,firstName:Chris,lastName:Edwards,companyName:null,seoPath:chris-edwards/888193300,phone:+1******35},{name:Mauricio Cvjetkovic,title:Business Development Leader,email:m*****@emetrotel.com,firstName:Mauricio,lastName:Cvjetkovic,companyName:null,seoPath:mauricio-cvjetkovic/433842668,phone:+1******35},{name:Bill Wolfenbarger,title:Engineering Support Specialist,email:b*****@emetrotel.com,firstName:Bill,lastName:Wolfenbarger,companyName:null,seoPath:bill-wolfenbarger/244128844,phone:+1******35},{name:Patrick Perkins,title:Product Specialist,email:p*****@emetrotel.com,firstName:Patrick,lastName:Perkins,companyName:null,seoPath:patrick-perkins/554626685,phone:+1******35},{name:Ian Sinclair,title:Senior Software Consultant,email:i*****@emetrotel.com,firstName:Ian,lastName:Sinclair,companyName:null,seoPath:ian-sinclair/766919216,phone:+1******35},{name:Joseph Abraham,title:Technical Consultant,email:j*****@emetrotel.com,firstName:Joseph,lastName:Abraham,companyName:null,seoPath:joseph-abraham/119549348,phone:+1******35}
1224.0	Adapt1224	Empirix	http://www.empirix.com	Telecommunications	$50 - 100M	Bedford, Massachusetts, United States	http://www.empirix.com	250 - 1000	Empirix was founded in 1992 and is located at 20 Crosby Drive,Bedford,Massachusetts,United States. Empirix has an estimated 250 - 1000 employees and an estimated annual revenue of more than $50 - 100M. Adapt has contact details of 151 people working at Empirix which includes  This includes . You can visit Empirix website	{name:Paul Bogonis,title:Chief Financial Officer,email:p*****@empirix.com,firstName:Paul,lastName:Bogonis,companyName:null,seoPath:paul-bogonis/340851054,phone:+1******12},{name:Adam Berk,title:Vice President of Information Technology and Operations,email:a*****@empirix.com,firstName:Adam,lastName:Berk,companyName:null,seoPath:adam-berk/4111662,phone:+1******12},{name:Jim Cantwell,title:Vice President Sales Engineering,email:j*****@empirix.com,firstName:Jim,lastName:Cantwell,companyName:null,seoPath:jim-cantwell/630792370,phone:+1******12},{name:Vince Fortin,title:Vice President, Engineering,email:v*****@empirix.com,firstName:Vince,lastName:Fortin,companyName:null,seoPath:vince-fortin/411359503,phone:+1******00},{name:Brian Whitefield,title:Global Senior Vice President Customer Success, Services and Support,email:b*****@empirix.com,firstName:Brian,lastName:Whitefield,companyName:null,seoPath:brian-whitefield/826225225,phone:+1******12},{name:Chris Schlimm,title:Vice President EMEA Sales,email:c*****@empirix.com,firstName:Chris,lastName:Schlimm,companyName:null,seoPath:chris-schlimm/417423949,phone:+1******12},{name:Michael Mccarthy,title:Strategic Account Director,email:m*****@empirix.com,firstName:Michael,lastName:Mccarthy,companyName:null,seoPath:michael-mccarthy/544550702,phone:+1******12},{name:Tom Flemmer,title:Strategic Accounts Director,email:t*****@empirix.com,firstName:Tom,lastName:Flemmer,companyName:null,seoPath:tom-flemmer/192517508,phone:+1******12},{name:Charlie Grzybinski,title:Director,email:c*****@empirix.com,firstName:Charlie,lastName:Grzybinski,companyName:null,seoPath:charlie-grzybinski/260256396,phone:+1******01}
1317.0	Adapt1317	FairPoint Communications	http://www.fairpoint.com	Telecommunications	$250 - 500M	Charlotte, North carolina, United States	http://www.fairpoint.com	1K - 10K	FairPoint Communications was founded in 1894 and is located at 521 East Morehead Street Suite 500,Charlotte,North carolina,United States. FairPoint Communications has an estimated 1K - 10K employees and an estimated annual revenue of more than $250 - 500M. Adapt has contact details of 907 people working at FairPoint Communications which includes  This includes . You can visit FairPoint Communications website	{name:Teresa Rosenberger,title:President , NH,email:t*****@fairpoint.com,firstName:Teresa,lastName:Rosenberger,companyName:null,seoPath:teresa-rosenberger/535218059,phone:null},{name:Kevin Parsons,title:Principal,email:p*****@fairpoint.com,firstName:Kevin,lastName:Parsons,companyName:null,seoPath:kevin-parsons/537141194,phone:null},{name:Timothy Tierney,title:MWH Campus Department Chairmen and Division Chief,email:t*****@fairpoint.com,firstName:Timothy,lastName:Tierney,companyName:null,seoPath:timothy-tierney/615981663,phone:null},{name:Alec Walker,title:MWH Campus Department Chairmen and Division Chief,email:a*****@fairpoint.com,firstName:Alec,lastName:Walker,companyName:null,seoPath:alec-walker/937752411,phone:null},{name:Robert Lilien,title:Executive Officer,email:r*****@fairpoint.com,firstName:Robert,lastName:Lilien,companyName:null,seoPath:robert-lilien/97568053,phone:null},{name:Hisham El-Kadi,title:MWH Campus Department Chairmen and Division Chief,email:h*****@fairpoint.com,firstName:Hisham,lastName:El-Kadi,companyName:null,seoPath:hisham-el-kadi/214526560,phone:null},{name:Dwan Reeds,title:Principal,email:d*****@fairpoint.com,firstName:Dwan,lastName:Reeds,companyName:null,seoPath:dwan-reeds/167622913,phone:null},{name:Tim Prater,title:General Manager,email:t*****@fairpoint.com,firstName:Tim,lastName:Prater,companyName:null,seoPath:tim-prater/605124677,phone:null},{name:David Roth,title:MWH Campus Department Chairmen and Division Chief,email:d*****@fairpoint.com,firstName:David,lastName:Roth,companyName:null,seoPath:david-roth/160911147,phone:null}
1546.0	Adapt1546	Goldfield Telecom	http://www.goldtelecom.com	Telecommunications	$1 - 10M	Goldfield,  Iowa, United States	http://www.goldtelecom.com	25 - 100	Goldfield Telecom was founded in 1993 and is located at 611 North Main Street,Goldfield, Iowa,United States. Goldfield Telecom has an estimated 25 - 100 employees and an estimated annual revenue of more than $1 - 10M. Adapt has contact details of 17 people working at Goldfield Telecom which includes  This includes . You can visit Goldfield Telecom website	{name:Darrell Seaba,title:President,email:d*****@goldtelecom.com,firstName:Darrell,lastName:Seaba,companyName:null,seoPath:darrell-seaba/648416460,phone:null},{name:Troy Seaba,title:Vice President,email:t*****@goldtelecom.com,firstName:Troy,lastName:Seaba,companyName:null,seoPath:troy-troy/510293901,phone:+1******00},{name:Doug Gabrielson,title:Great Lakes Region Sales Director,email:d*****@goldtelecom.com,firstName:Doug,lastName:Gabrielson,companyName:null,seoPath:doug-gabrielson/618298464,phone:null},{name:Jeff Gray,title:Gulf Region Sales Director,email:j*****@goldtelecom.com,firstName:Jeff,lastName:Gray,companyName:null,seoPath:jeff-gray/602974437,phone:null},{name:John Poulin,title:Regional Sales Manager,email:j*****@goldtelecom.com,firstName:John,lastName:Poulin,companyName:null,seoPath:john-poulin/55015725,phone:null},{name:Kyle Eichhorst,title:Sales Account Manager MN, ND, MT, WY, ID,email:k*****@goldtelecom.com,firstName:Kyle,lastName:Eichhorst,companyName:null,seoPath:kyle-eichhorst/782010298,phone:null},{name:Kim Lockamy,title:Regional Sales Manager SE,email:k*****@goldtelecom.com,firstName:Kim,lastName:Lockamy,companyName:null,seoPath:kim-lockamy/794088738,phone:null},{name:Tami Dyer,title:Billing-Accounts Receivable/CSR/iWireless Agent,email:t*****@goldtelecom.com,firstName:Tami,lastName:Dyer,companyName:null,seoPath:tami-dyer/245121394,phone:null},{name:Jason Kincaid,title:Sales Engineer,email:j*****@goldtelecom.com,firstName:Jason,lastName:Kincaid,companyName:null,seoPath:jason-beisel/954135194,phone:null}
1680.0	Adapt1680	Htek	http://www.htek.com	Telecommunications		Nanjing,  Jiangsu, China	http://www.htek.com	100 - 250	Htek was founded in 2005 and is located at 5th Floor 1st Building Huashen Tech Park 10 Huashen Temple Yuhuatai Dis,Nanjing, Jiangsu,China. Htek has an estimated 100 - 250 employees and an estimated annual revenue of more than null. Adapt has contact details of 15 people working at Htek which includes  This includes . You can visit Htek website	{name:Jonnie Jiang,title:Country General Manager,email:j*****@htek.com,firstName:Jonnie,lastName:Jiang,companyName:null,seoPath:jonnie-jiang/477060728,phone:+8******50},{name:Navy Ding,title:Chief Executive Officer,email:n*****@htek.com,firstName:Navy,lastName:Ding,companyName:null,seoPath:navy-ding/965816574,phone:+8******50},{name:Kenshin Lu,title:Sales Manager Europe andAPAC,email:k*****@htek.com,firstName:Kenshin,lastName:Lu,companyName:null,seoPath:kenshin-lu/308601862,phone:+8******50},{name:Wang Leo,title:Sales Manager,email:w*****@htek.com,firstName:Wang,lastName:Leo,companyName:null,seoPath:wang-leo/58047953,phone:+8******50},{name:Nico Tao,title:Sales Director,email:n*****@htek.com,firstName:Nico,lastName:Tao,companyName:null,seoPath:nico-tao/976581746,phone:+8******50},{name:Victor Hoffer,title:Account Manager,email:v*****@htek.com,firstName:Victor,lastName:Hoffer,companyName:null,seoPath:victor-hoffer/476888420,phone:+8******50},{name:Tina Tan,title:Sales Manager,email:t*****@htek.com,firstName:Tina,lastName:Tan,companyName:null,seoPath:tina-tan/114393991,phone:+8******50},{name:Peter Yongchao,title:Sales Manager,email:p*****@htek.com,firstName:Peter,lastName:Yongchao,companyName:null,seoPath:peter-yongchao/667762582,phone:+8******50},{name:Canthy Zhang,title:Sales,email:c*****@htek.com,firstName:Canthy,lastName:Zhang,companyName:null,seoPath:canthy-zhang/277909795,phone:+8******50}
